Gender,Age,University,Degree_level,Degree_major,Academic_year,CGPA,Residential_status,Sports_engagement,Average_sleep,Study_satisfaction,Academic_workload ,Academic_pressure,Financial_concerns,Social_relationships,Depression,Anxiety,Isolation,Stress_relief_activities
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.39,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,7.05,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.64,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,2nd year,6.9,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,3rd year,5.23,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.3,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.91,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.95,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.5,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.34,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,6.35,Off-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.36,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,2nd year,5.64,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,3rd year,7.79,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,2nd year,8.71,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.04,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,3rd year,7.94,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,3rd year,6.36,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,6.83,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,4th year,6.76,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.09,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,8.55,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.45,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,8.91,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,7.77,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.05,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.57,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Data SCience,3rd year,8.31,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.65,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,7.33,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.36,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,6.23,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,5.24,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,2nd year,6.97,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,7.15,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,1st year,8.38,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.4,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,4th year,7.89,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,6.51,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.17,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.61,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.94,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,1st year,5.43,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.81,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,3rd year,8.25,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,1st year,8.64,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,3rd year,7.36,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,2nd year,5.91,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,1st year,8.84,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,7.11,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.78,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,5.94,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.55,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,6.79,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,2nd year,8.19,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,1st year,5.15,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,3rd year,6.75,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,4th year,8.09,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.35,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,5.87,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,4th year,8.37,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.14,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.44,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,5.27,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,6.95,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,4th year,8.88,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,4th year,7.31,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,4th year,5.48,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.57,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.33,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,8.18,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.53,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,6.09,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,7.41,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,6.01,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,2nd year,6.08,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.02,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,1st year,8.78,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,8.14,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,8.28,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,7.77,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,2nd year,5.14,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,8.34,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.42,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,1st year,6.95,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,8.67,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,4th year,6.01,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.13,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,4th year,5.87,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,2nd year,7.45,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.34,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,8.49,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.03,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,5.3,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Computer Science,1st year,6.14,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,7.38,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.59,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Data SCience,4th year,8.01,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.36,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,6.54,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,8.59,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,3rd year,8.22,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,1st year,5.7,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,4th year,8.95,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,5.13,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,7.65,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,6.17,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,5.19,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,5.73,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,1st year,8.18,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,6.84,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,5.26,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,3rd year,6.58,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.02,On-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,7.25,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,3rd year,6.97,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,3rd year,5.86,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,4th year,8.12,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,4th year,6.85,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,4th year,6.03,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,3rd year,7.38,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,3rd year,5.38,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.59,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Data SCience,4th year,5.32,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.71,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,8.52,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,3rd year,8.07,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,5.85,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,1st year,8.73,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,2nd year,7.57,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Computer Science,3rd year,5.29,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,1st year,5.78,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,3rd year,5.27,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,1st year,6.89,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,4th year,5.48,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,5.68,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,2nd year,7.86,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.85,Off-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Computer Science,3rd year,8.43,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,1st year,8.57,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,1st year,6.49,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.1,Off-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Computer Science,2nd year,5.88,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,2nd year,7.47,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,6.51,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.42,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,4th year,6.17,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,5.46,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.78,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,7.11,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,5.83,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,8.31,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,7.73,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.93,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,3rd year,7.79,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,3rd year,7.76,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Computer Science,3rd year,7.98,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.31,On-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Data SCience,3rd year,7.13,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,1st year,8.52,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Computer Science,2nd year,6.71,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Computer Science,4th year,6.85,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,2nd year,7.1,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.23,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,8.03,On-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,3rd year,7.18,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.93,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,2nd year,6.23,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,4th year,5.51,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.7,On-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Data SCience,3rd year,8.5,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,6.66,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,3rd year,5.48,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,3rd year,5.94,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,1st year,8.51,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Computer Science,2nd year,5.73,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.24,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,1st year,5.67,On-Campus,,,,,,,,,,,
Male,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,7.98,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,4th year,7.19,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Computer Science,1st year,7.34,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.14,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,1st year,8.42,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.87,On-Campus,,,,,,,,,,,
Female,19,VTU,Undergraduate,Data SCience,1st year,7.5,Off-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.54,Off-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,1st year,7.71,Off-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,4th year,6.72,Off-Campus,,,,,,,,,,,
Male,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,5.89,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.42,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,1st year,7.32,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.61,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,5.49,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,8.57,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Data SCience,2nd year,6.95,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,4th year,6.25,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.66,On-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Data SCience,1st year,8.13,On-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Data SCience,4th year,8.04,On-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,4th year,7.21,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,8.71,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.07,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.7,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.27,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,7.49,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,4th year,5.39,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Data SCience,4th year,6.75,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.83,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,7.15,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,7.96,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,3rd year,6.04,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,2nd year,6.2,On-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,7.92,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,1st year,8.03,Off-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,3rd year,6.81,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,8.43,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,2nd year,5.55,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.44,On-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Data SCience,4th year,7.2,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,2nd year,8.72,Off-Campus,,,,,,,,,,,
Male,19,VDIT,Undergraduate,Data SCience,3rd year,8.94,Off-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Data SCience,1st year,5.98,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.48,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,7.18,Off-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.48,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,6.08,Off-Campus,,,,,,,,,,,
Male,21,VDIT,Undergraduate,Computer Science,1st year,5.74,Off-Campus,,,,,,,,,,,
Male,19,VTU,Undergraduate,Computer Science,3rd year,6.74,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,1st year,5.26,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,8.63,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.51,On-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,4th year,5.99,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Computer Science,1st year,6.26,On-Campus,,,,,,,,,,,
Male,22,VDIT,Undergraduate,Computer Science,1st year,7.97,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.59,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,2nd year,5.39,On-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Computer Science,3rd year,7.97,On-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,8.26,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Data SCience,1st year,7.43,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Data SCience,4th year,5.76,Off-Campus,,,,,,,,,,,
Male,20,VDIT,Undergraduate,Computer Science,1st year,6.76,Off-Campus,,,,,,,,,,,
Female,20,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,6.22,On-Campus,,,,,,,,,,,
Female,20,VDIT,Undergraduate,Data SCience,4th year,6.29,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Computer Science,2nd year,6.25,On-Campus,,,,,,,,,,,
Male,21,KLS,Undergraduate,Computer Science,2nd year,6.33,On-Campus,,,,,,,,,,,
Female,22,KLS,Undergraduate,Data SCience,4th year,6.35,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,4th year,8.96,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,1st year,7.97,On-Campus,,,,,,,,,,,
Male,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.27,Off-Campus,,,,,,,,,,,
Female,19,VDIT,Undergraduate,Data SCience,1st year,8.24,Off-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Computer Science,2nd year,5.54,Off-Campus,,,,,,,,,,,
Female,22,VTU,Undergraduate,Computer Science,3rd year,7.54,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Computer Science,4th year,8.51,On-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,1st year,6.81,Off-Campus,,,,,,,,,,,
Female,22,VDIT,Undergraduate,Data SCience,3rd year,6.76,On-Campus,,,,,,,,,,,
Female,20,KLS,Undergraduate,Computer Science,2nd year,6.05,Off-Campus,,,,,,,,,,,
Male,20,KLS,Undergraduate,Data SCience,2nd year,8.63,On-Campus,,,,,,,,,,,
Female,19,KLS,Undergraduate,Data SCience,1st year,5.14,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Data SCience,2nd year,7.5,Off-Campus,,,,,,,,,,,
Female,21,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.35,On-Campus,,,,,,,,,,,
Male,22,KLS,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,6.68,Off-Campus,,,,,,,,,,,
Female,21,VTU,Undergraduate,Artificial Intelligenceand Machine Learning,3rd year,8.94,Off-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Artificial Intelligenceand Machine Learning,4th year,7.55,Off-Campus,,,,,,,,,,,
Male,19,KLS,Undergraduate,Data SCience,2nd year,6.53,On-Campus,,,,,,,,,,,
Female,21,VDIT,Undergraduate,Computer Science,4th year,7.3,Off-Campus,,,,,,,,,,,
